x,y
-8.69008,39.71691
-8.68769,39.71561
-8.68778,39.71615
-8.68849,39.7166
-8.68756,39.71674
-8.68766,39.71782
-8.68672,39.7163
-8.6566,39.69246
-8.69482,39.70841
-9.36306,38.71493
-9.36254,38.71508
-9.36284,38.71521
-9.36257,38.71517
-9.36287,38.71562
-9.36292,38.71581
-9.36184,38.71528
-9.36206,38.71536
-9.36205,38.71546
-9.36146,38.71524
-9.36046,38.71577
-9.3601,38.71577
-9.35924,38.71567
-9.36368,38.71752
-9.36349,38.71746
-9.36347,38.71753
-9.3635,38.71761
-9.3616,38.71587
-9.36154,38.71612
-9.36111,38.71621
-9.36038,38.71591
-9.36075,38.71674
-9.36057,38.71686
-9.36262,38.72317
-9.36095,38.72559
-9.36179,38.72815
-9.36085,38.72771
-9.36149,38.72829
-9.35904,38.71681
-9.35898,38.71703
-9.35837,38.71696
-9.36033,38.71812
-9.3601,38.71806
-9.36004,38.71818
-9.3595,38.71804
-9.35828,38.71725
-9.35812,38.71732
-9.35808,38.71754
-9.35955,38.71859
-9.36005,38.7262
-9.36028,38.72666
-9.35952,38.7262
-9.35961,38.72648
-9.35966,38.72662
-9.35923,38.72675
-9.35806,38.72658
-9.35782,38.72678
-9.3602,38.7272
-9.35934,38.72779
-9.35905,38.72769
-9.3592,38.72793
-9.35974,38.72821
-9.35881,38.72827
-9.34701,38.84626
-9.34405,38.84629
-9.34403,38.84645
-9.34391,38.8465
-9.34303,38.84593
-9.34259,38.84585
-9.34215,38.84511
-9.34203,38.84564
-9.34336,38.84662
-9.34296,38.84651
-9.3425,38.84643
-9.34266,38.84652
-9.34299,38.84663
-9.34267,38.84669
-9.34356,38.84698
-9.34362,38.84716
-9.34335,38.84744
-9.3431,38.84701
-9.34241,38.84643
-9.34241,38.84663
-9.34216,38.84656
-9.34211,38.84642
-9.34198,38.84632
-9.34191,38.84656
-9.34249,38.84668
-9.34178,38.84633
-9.34148,38.84648
-9.34122,38.84636
-9.34115,38.84696
-9.34131,38.84702
-9.34072,38.84617
-9.34102,38.84668
-9.34043,38.84644
-9.3402,38.84662
-9.34017,38.84691
-9.34003,38.84686
-9.34098,38.84701
-9.34074,38.84739
-9.34022,38.84704
-9.34017,38.8472
-9.33991,38.84733
-9.33948,38.84657
-9.33971,38.84682
-9.21758,38.73871
-9.21088,38.77946
-9.21069,38.77996
-9.21073,38.78029
-9.21045,38.7806
-9.21017,38.78063
-9.21041,38.78117
-9.20811,38.78099
-9.20795,38.78098
-9.20897,38.78156
-9.2089,38.7814
-9.2076,38.78068
-9.20747,38.78064
-9.20777,38.78082
-9.20723,38.78105
-9.20674,38.78081
-9.2076,38.78109
-9.20748,38.78131
-9.20776,38.78152
-9.20725,38.78143
-9.20709,38.78126
-9.20717,38.78143
-9.20559,38.77667
-9.20471,38.77759
-9.20631,38.7807
-9.20622,38.7809
-9.20593,38.78091
-9.20581,38.7809
-9.20627,38.78127
-9.20592,38.78117
-9.20602,38.78157
-9.20572,38.78129
-9.20544,38.78137
-9.20577,38.78164
-9.20539,38.7816
-9.20498,38.78083
-9.20991,38.78289
-9.20967,38.78317
-9.20961,38.78355
-9.20796,38.78187
-9.20709,38.78238
-9.20705,38.78232
-9.20927,38.78324
-9.21148,38.78904
-9.21124,38.78894
-9.21075,38.7888
-9.21053,38.7887
-9.21061,38.78885
-9.21044,38.78888
-9.21029,38.78892
-9.21003,38.78878
-9.2106,38.789
-9.21053,38.78918
-9.21011,38.78907
-9.21484,38.79341
-9.21466,38.79358
-9.20575,38.78238
-9.20618,38.78258
-9.20579,38.78245
-9.15233,38.76652
-9.30965,38.93639
-9.30947,38.93645
-9.30926,38.93657
-9.30911,38.93669
-9.31032,38.93708
-9.3108,38.93749
-9.30959,38.93714
-9.30973,38.93748
-9.30953,38.93744
-9.30929,38.93744
-9.30941,38.93821
-9.36816,39.03053
-9.36787,39.03121
-9.36788,39.0322
-9.36806,39.03341
-9.36781,39.03426
-9.36772,39.03433
-9.36769,39.03435
-9.36815,39.03492
-9.36778,39.0374
-9.36776,39.03752
-9.36771,39.03777
-9.36729,39.03924
-9.36792,39.03995
-9.12985,38.71392
-9.12994,38.71398
-9.12771,38.71197
-9.12755,38.71309
-8.36898,37.10263
-8.36686,37.10244
-8.36648,37.10276
-8.36684,37.10328
-8.36818,37.10405
-8.36435,37.10219
-8.36393,37.1021
-8.36605,37.10268
-8.36243,37.10172
-8.36202,37.1018
-8.36241,37.10208
-8.36241,37.10218
-8.36082,37.10146
-8.3619,37.10181
-8.36177,37.10181
-8.36139,37.10159
-8.36161,37.10182
-8.36142,37.10182
-8.36274,37.10264
-8.36174,37.1023
-8.36138,37.10224
-8.36186,37.10268
-8.13277,37.10271
-8.13286,37.10315
-8.13143,37.10146
-8.13224,37.10182
-8.13169,37.10216
-8.13195,37.10242
-8.13199,37.10247
-8.13262,37.10284
-8.13135,37.10236
-8.13145,37.1025
-8.1316,37.10271
-8.13148,37.10257
-8.13151,37.10261
-8.13159,37.10343
-8.13322,37.10389
-8.13327,37.10393
-8.13276,37.10401
-8.13289,37.10416
-8.13284,37.10412
-8.13351,37.10427
-8.13259,37.10383
-8.13186,37.10373
-8.13113,37.1037
-8.131,37.10381
-8.13077,37.10394
-8.12835,37.09906
-8.12895,37.10009
-8.12946,37.10023
-8.12923,37.10064
-8.12898,37.10056
-8.12825,37.10031
-8.12725,37.10076
-8.12967,37.1009
-8.12809,37.10174
-8.12833,37.10273
-8.12799,37.10274
-8.12771,37.10252
-8.12744,37.10247
-8.12841,37.1031
-8.12814,37.10296
-8.12703,37.10097
-8.12656,37.10191
-8.12641,37.10212
-8.1267,37.10272
-8.12361,37.10582
-8.12326,37.10604
-8.12298,37.1056
-8.12377,37.10695
-8.11982,37.1082
-8.12004,37.10906
-8.11946,37.10839
-8.11939,37.10844
-8.11932,37.10851
-8.11927,37.10863
-8.1193,37.10884
-8.11943,37.10905
-8.11825,37.11342
-8.11759,37.11518
-8.11707,37.11509
-8.70371,39.71812
-8.70517,39.71928
-8.70427,39.72035
-8.70525,39.72056
-8.70276,39.72036
-8.703,39.72074
-8.70238,39.72048
-8.70175,39.72066
-8.70565,39.72209
-8.70422,39.72167
-8.70498,39.72189
-8.70639,39.72311
-8.70591,39.7227
-8.70578,39.72264
-8.70475,39.7233
-8.70424,39.72452
-8.70442,39.72517
-8.70568,39.7256
-8.70119,39.72629
-8.72689,39.73373
-8.72549,39.73268
-8.72484,39.73268
-8.7254,39.73387
-8.72526,39.73413
-8.72535,39.73479
-8.72656,39.73569
-8.72827,39.7365
-8.72793,39.73645
-8.72839,39.73687
-8.72663,39.73633
-8.726,39.73639
-8.7272,39.73694
-8.72533,39.73494
-8.7255,39.73505
-8.72416,39.735
-8.72394,39.73544
-8.72415,39.73559
-8.72369,39.73564
-8.72925,39.73811
-8.70686,39.72927
-8.70568,39.7271
-8.70159,39.72677
-8.70227,39.7274
-8.70242,39.72786
-8.70213,39.7276
-8.70277,39.72816
-8.70289,39.72855
-8.70313,39.72926
-8.70226,39.72892
-8.70474,39.73186
-8.7042,39.73179
-8.70419,39.73189
-8.70274,39.72948
-8.7028,39.72973
-8.70274,39.72987
-8.70325,39.73038
-8.70486,39.73221
-8.70377,39.7342
-8.70301,39.73435
-8.71262,39.75246
-8.71232,39.7526
-8.71259,39.75323
-8.71294,39.75366
-8.71683,39.75493
-8.71438,39.75436
-8.71342,39.7546
-8.71273,39.7547
-8.71416,39.75567
-8.71399,39.75595
-8.71426,39.75662
-8.71328,39.7563
-8.71307,39.75643
-8.71268,39.75642
-8.7124,39.75649
-8.71507,39.75827
-8.71525,39.75868
-8.71397,39.75766
-8.71272,39.75722
-8.7123,39.75743
-8.71256,39.75797
-8.71229,39.75868
-8.71158,39.75277
-8.71103,39.75332
-8.71085,39.75341
-8.71084,39.75373
-8.71013,39.75307
-8.70986,39.75346
-8.70886,39.75374
-8.7076,39.75395
-8.71087,39.75493
-8.71106,39.75635
-8.7099,39.75644
-8.70976,39.75658
-8.70907,39.75414
-8.70928,39.75502
-8.70909,39.75609
-8.70893,39.75661
-8.70796,39.75649
-8.70726,39.75625
-8.71104,39.75734
-8.71214,39.75794
-8.71009,39.75679
-8.71028,39.75833
-8.70213,39.75827
-8.71856,39.76129
-8.71245,39.76052
-8.70027,39.75759
-8.69958,39.75744
-8.69932,39.7573
-8.69909,39.75754
-8.70019,39.75817
-8.67733,39.77276
-8.71801,39.83535
-8.71607,39.83674
-8.71476,39.83864
-8.71449,39.83904
-8.71234,39.8405
-8.71283,39.84067
-8.71199,39.84076
-8.71009,39.8426
-8.70946,39.84292
-8.70963,39.84369
-8.70948,39.84373
-8.70891,39.84339
-8.7081,39.84413
-8.70777,39.84429
-8.70559,39.84688
-8.70421,39.84731
-8.7043,39.84856
-8.70413,39.84935
-8.7034,39.84893
-8.70337,39.84935
-8.70239,39.85369
-8.70152,39.85545
-9.40856,38.9109
-9.40869,38.91109
-9.40844,38.91176
-9.40723,38.91096
-9.40482,38.91318
-9.4161,38.92105
-9.41586,38.9205
-9.41693,38.92438
-9.41262,38.91367
-9.4151,38.91823
-9.40447,38.91363
-9.417,38.92533
-9.39425,38.85493
-9.39734,38.85631
-9.39686,38.85699
-9.39662,38.85661
-9.39661,38.85668
-9.39721,38.85754
-9.39693,38.85731
-9.3971,38.85779
-9.39677,38.85782
-9.39675,38.85805
-9.39903,38.86319
-9.39883,38.86321
-9.39692,38.85982
-9.39769,38.86042
-9.39723,38.86018
-9.39649,38.86024
-9.3959,38.85957
-9.39599,38.85963
-9.39579,38.85978
-9.39842,38.86326
-9.39776,38.86315
-9.32423,38.86572
-9.31946,38.86633
-9.31774,38.86544
-9.31809,38.86558
-9.3179,38.86614
-9.31892,38.86651
-9.31884,38.8665
-9.31782,38.86629
-9.31837,38.86674
-9.31766,38.86565
-9.31769,38.86599
-9.31691,38.86595
-9.31689,38.86605
-9.31675,38.866
-9.31667,38.86599
-9.31659,38.866
-9.31711,38.86622
-9.31708,38.86639
-9.31642,38.86649
-9.31689,38.86654
-9.31683,38.86667
-9.3166,38.86663
-9.31662,38.86682
-9.31641,38.86674
-9.31993,38.86807
-9.319,38.86701
-9.31866,38.86706
-9.31836,38.86956
-9.31645,38.86942
-9.31777,38.87374
-9.3251,38.87776
-9.32429,38.87761
-9.32425,38.87783
-9.3241,38.87784
-9.3238,38.87784
-9.3235,38.87772
-9.32272,38.87754
-9.3225,38.87761
-9.32248,38.87756
-9.32212,38.87758
-9.32544,38.87802
-9.3254,38.87842
-9.32531,38.87803
-9.32362,38.87803
-9.32283,38.87789
-9.32198,38.87801
-9.32149,38.87738
-9.32113,38.87751
-9.32105,38.91276
-9.35589,38.91612
-9.35535,38.91695
-9.3549,38.91754
-9.35178,38.9152
-9.35096,38.91625
-9.35258,38.91651
-9.35422,38.91793
-9.35419,38.91834
-9.35435,38.91874
-9.35411,38.9185
-9.35387,38.91865
-9.3534,38.91866
-9.3521,38.91691
-9.35727,38.91964
-9.35649,38.91939
-9.35368,38.91919
-9.3272,38.91426
-9.32708,38.91451
-9.32595,38.91425
-9.32561,38.91497
-9.32531,38.91502
-9.32229,38.91494
-9.32343,38.91521
-9.32373,38.91573
-9.3238,38.91594
-9.32343,38.91578
-9.32351,38.91638
-9.32324,38.91641
-9.32227,38.918
-9.32225,38.9181
-9.32222,38.92128
-9.32207,38.92198
-9.32184,38.92027
-9.3183,38.91914
-9.32116,38.92443
-9.31866,38.92695
-9.34532,38.97061
-9.33939,38.97647
-9.32721,38.96845
-9.32791,38.97319
-9.32817,38.97398
-9.32787,38.97347
-9.32785,38.97378
-9.32766,38.97392
-9.33368,38.9766
-9.33757,38.97856
-9.33495,38.97734
-9.33471,38.97804
-9.33358,38.97699
-9.33531,38.97825
-9.3298,38.97415
-9.32914,38.97404
-9.32961,38.97504
-9.32871,38.9743
-9.32914,38.97544
-9.32927,38.9757
-9.32998,38.97661
-9.32934,38.97614
-9.32889,38.97667
-9.32868,38.97565
-9.33193,38.97743
-9.33129,38.97715
-9.33063,38.97705
-9.33042,38.97689
-9.32989,38.97691
-9.32942,38.97706
-9.32844,38.97678
-9.32751,38.97677
-9.32752,38.97689
-9.32802,38.97714
-9.32644,38.97113
-9.32582,38.97047
-9.32516,38.97042
-9.32599,38.97063
-9.3258,38.97073
-9.32541,38.97068
-9.32372,38.96885
-9.32374,38.9697
-9.3226,38.96866
-9.32289,38.96909
-9.32619,38.97169
-9.32513,38.97163
-9.32589,38.97224
-9.32705,38.97361
-9.32699,38.97605
-9.32722,38.97628
-9.3473,38.9967
-9.33543,38.98076
-9.31588,38.86288
-9.3098,38.86197
-9.31435,38.86469
-9.31438,38.86522
-9.3144,38.8654
-9.31432,38.86512
-9.31387,38.8654
-9.31591,38.86572
-9.31622,38.86602
-9.31608,38.86613
-9.31593,38.86586
-9.31593,38.86605
-9.31588,38.86613
-9.31567,38.86599
-9.3161,38.86638
-9.31585,38.86643
-9.31603,38.86667
-9.31563,38.86622
-9.31568,38.86642
-9.31455,38.86558
-9.31485,38.86635
-9.31475,38.86638
-9.31463,38.86629
-9.31494,38.86684
-9.31407,38.86633
-9.31339,38.86511
-9.3132,38.86564
-9.31354,38.86591
-9.31302,38.8659
-9.3126,38.86558
-9.3129,38.8661
-9.31341,38.86633
-9.31352,38.86667
-9.31323,38.86671
-9.31628,38.86692
-9.3161,38.86703
-9.31582,38.86689
-9.31573,38.86741
-9.31554,38.86733
-9.31566,38.86764
-9.31542,38.8679
-9.31508,38.86758
-9.31545,38.86793
-9.31529,38.868
-9.3152,38.86805
-9.31439,38.86704
-9.31487,38.86755
-9.31477,38.86752
-9.31449,38.86746
-9.31419,38.86697
-9.31368,38.86715
-9.31386,38.8673
-9.31397,38.86743
-9.31495,38.86759
-9.31502,38.86773
-9.31492,38.86773
-9.31479,38.868
-9.31475,38.86794
-9.3146,38.86806
-9.31413,38.86779
-9.31504,38.86843
-9.31319,38.86715
-9.31308,38.8671
-9.31353,38.86724
-9.31354,38.86739
-9.3112,38.86774
-9.31421,38.87017
-9.31282,38.87336
-9.26807,38.84797
-9.26753,38.84832
-9.26731,38.84835
-9.26499,38.84982
-9.26461,38.8502
-9.26208,38.84798
-9.26413,38.85019
-9.26394,38.85035
-9.26266,38.84928
-9.2625,38.84909
-9.26406,38.85063
-9.31242,38.91585
-9.31176,38.91578
-9.31183,38.91613
-9.31242,38.91633
-9.31225,38.91698
-9.31261,38.91777
-9.31348,38.91855
-9.31368,38.92296
-9.31395,38.92307
-9.31359,38.92287
-9.31358,38.92296
-9.31149,38.92304
-9.31336,38.92344
-9.30947,38.9209
-9.30577,38.92173
-9.30872,38.92274
-9.30893,38.92444
-9.30858,38.9243
-9.30583,38.92313
-9.30529,38.92245
-9.30507,38.92244
-9.30537,38.92278
-9.30381,38.92211
-9.3037,38.92355
-9.31507,38.92551
-9.31521,38.92577
-9.31473,38.92515
-9.3147,38.92627
-9.31332,38.92533
-9.31263,38.926
-9.31292,38.9263
-9.31285,38.92653
-9.3116,38.92676
-9.3109,38.92458
-9.30821,38.92696
-9.31024,38.92904
-9.31035,38.92919
-9.31005,38.92883
-9.31066,38.92954
-9.31054,38.92979
-9.3147,38.93022
-9.31454,38.93019
-9.31412,38.93187
-9.31245,38.93174
-9.31235,38.93173
-9.31253,38.93261
-9.3119,38.93191
-9.31151,38.93181
-9.31136,38.93243
-9.31125,38.93245
-9.3111,38.9325
-9.31218,38.93415
-9.31109,38.93399
-9.3112,38.93427
-9.31207,38.93519
-9.31137,38.93537
-9.31071,38.93015
-9.31069,38.93035
-9.31069,38.9307
-9.3101,38.93019
-9.30984,38.93019
-9.3107,38.93088
-9.31034,38.93093
-9.31069,38.93125
-9.31001,38.93121
-9.30977,38.93114
-9.30927,38.93111
-9.30998,38.93148
-9.31011,38.93315
-9.31015,38.93336
-9.3108,38.93379
-9.31027,38.93408
-9.31006,38.93394
-9.30925,38.9329
-9.3095,38.93362
-9.31033,38.93434
-9.31012,38.93418
-9.30824,38.93519
-8.13027,37.10078
-8.13013,37.10061
-8.13456,37.10157
-8.13437,37.10178
-8.13197,37.10169
-8.13252,37.10194
-8.1317,37.10161
-8.13068,37.10108
-8.12989,37.10174
-8.13223,37.10279
-8.13177,37.10231
-8.13189,37.10239
-8.13141,37.10245
-8.1317,37.10283
-8.13186,37.103
-8.13333,37.10407
-8.13342,37.10417
-8.13338,37.10412
-8.13331,37.10398
-8.1328,37.10406
-8.13271,37.10397
-8.13309,37.10436
-8.13206,37.10361
-8.13168,37.10389
-8.13148,37.10396
-8.13142,37.10401
-8.13126,37.10407
-8.13124,37.10364
-8.13107,37.10377
-8.13094,37.10383
-8.13087,37.10385
-8.13085,37.1039
-8.13118,37.10409
-8.13115,37.10414
-8.13106,37.10417
-8.13096,37.10421
-8.12347,37.09088
-8.12315,37.09113
-8.12792,37.09868
-8.12843,37.09881
-8.12825,37.09934
-8.12766,37.0998
-8.12977,37.10183
-8.12967,37.10183
-8.1292,37.10218
-8.12866,37.1019
-8.12852,37.10198
-8.12807,37.10112
-8.12906,37.10224
-8.12837,37.10267
-8.12829,37.10278
-8.12783,37.10282
-8.12743,37.10234
-8.12829,37.10305
-8.12788,37.10327
-8.12665,37.10176
-8.12683,37.10206
-8.12704,37.10283
-8.12616,37.10224
-8.12605,37.10238
-8.12387,37.10581
-8.12382,37.10609
-8.12306,37.10566
-8.12313,37.10575
-8.12374,37.10685
-8.12349,37.1065
-8.12351,37.10661
-8.12361,37.10682
-8.12391,37.10702
-8.1199,37.10825
-8.1199,37.10831
-8.11998,37.10871
-8.11929,37.10856
-8.11934,37.10895
-8.11923,37.10876
-8.11953,37.1091
-8.11687,37.11506
-8.67607,39.69493
-8.69573,39.70924
-8.69047,39.70691
-8.69469,39.7087
-8.69298,39.70814
-8.69359,39.70866
-8.69528,39.70969
-8.69355,39.70892
-8.69375,39.70976
-8.69277,39.70826
-8.69119,39.70866
-8.69282,39.70907
-8.69288,39.70917
-8.6929,39.70934
-8.6921,39.70983
-8.69149,39.7092
-8.69063,39.70892
-8.69689,39.71158
-8.69702,39.71213
-8.69655,39.71227
-8.69997,39.71551
-8.6979,39.7134
-8.69715,39.7137
-8.69657,39.71367
-8.69697,39.71417
-8.69688,39.71487
-8.69386,39.71063
-8.6932,39.71035
-8.6934,39.7106
-8.69566,39.71207
-8.69216,39.71065
-8.69525,39.71296
-8.69566,39.7135
-8.69164,39.71356
-8.69057,39.71421
-8.69038,39.7153
-8.68996,39.70814
-8.6901,39.70894
-8.68987,39.71043
-8.68756,39.7117
-8.68981,39.71357
-8.69004,39.71419
-8.68784,39.7133
-8.68762,39.71415
-8.68969,39.71437
-8.6894,39.71447
-8.68896,39.71474
-8.6894,39.7151
-8.68849,39.71426
-8.68878,39.71447
-8.68848,39.71472
-8.6999,39.71826
-8.69959,39.71719
-8.69834,39.71595
-8.69754,39.71668
-8.69666,39.71591
-8.70105,39.71866
-8.70076,39.71897
-8.70082,39.71919
-8.70025,39.71922
-8.70018,39.7197
-8.69894,39.7203
-8.69464,39.71821
-8.69161,39.71675
-8.69054,39.71593
-8.69031,39.71631
-8.69249,39.71719
-8.69546,39.71981
-8.6948,39.72013
-8.69479,39.72043
-8.69451,39.72101
-8.69733,39.7224
-8.69667,39.72243
-8.69622,39.72228
-8.69682,39.72295
-8.69621,39.72285
-8.69598,39.72286
-8.69595,39.72308
-8.69966,39.72484
-8.70093,39.7255
-8.70046,39.72573
-8.69996,39.72571
-8.70027,39.72606
-8.69977,39.72558
-8.69436,39.72119
-8.69562,39.72224
-8.69435,39.7218
-8.69017,39.71611
-8.68901,39.71605
-8.68865,39.71617
-8.68692,39.71727
-8.6569,39.69145
-8.6565,39.69207
-8.65651,39.69264
-8.73131,39.73329
-8.73109,39.73339
-8.73074,39.73314
-8.72984,39.73353
-8.72884,39.73386
-8.72593,39.73294
-8.72603,39.73475
-8.72547,39.73445
-8.72512,39.73429
-8.72492,39.73452
-8.7251,39.73464
-8.72466,39.73474
-8.72668,39.73546
-8.72622,39.73543
-8.72649,39.73581
-8.72803,39.73645
-8.72781,39.73644
-8.72463,39.73518
-8.72551,39.73574
-8.72512,39.7356
-8.72459,39.73568
-8.72499,39.73606
-8.72364,39.73574
-8.72321,39.73606
-8.72551,39.73629
-8.725,39.73666
-8.73058,39.73756
-8.7305,39.73844
-8.72879,39.73767
-8.70639,39.72696
-8.70288,39.72831
-8.70284,39.72845
-8.70248,39.72887
-8.70538,39.73074
-8.70507,39.73083
-8.70487,39.73078
-8.70471,39.73107
-8.70298,39.72984
-8.70303,39.72999
-8.70377,39.73018
-8.70376,39.73064
-8.70278,39.73004
-8.70452,39.73232
-8.70405,39.73406
-8.70391,39.73371
-8.70282,39.73585
-8.72104,39.74247
-8.71256,39.75229
-8.71224,39.75208
-8.71268,39.75337
-8.71555,39.75652
-8.7143,39.75414
-8.71467,39.75481
-8.7132,39.75612
-8.71236,39.75637
-8.71535,39.75776
-8.71501,39.75753
-8.71496,39.75804
-8.71658,39.75917
-8.71497,39.75874
-8.7124,39.75706
-8.7128,39.75736
-8.71238,39.75724
-8.7123,39.75805
-8.71235,39.75919
-9.36307,38.71426
-9.36191,38.71459
-9.36287,38.7154
-9.36208,38.71522
-9.36226,38.71543
-9.36193,38.71515
-9.36226,38.71553
-9.36159,38.71511
-9.36134,38.71482
-9.36145,38.71534
-9.36172,38.71553
-9.36057,38.71517
-9.36074,38.71569
-9.36047,38.71564
-9.35996,38.71499
-9.35944,38.7151
-9.36018,38.7152
-9.3599,38.71525
-9.35912,38.71525
-9.36326,38.71636
-9.36416,38.71769
-9.36357,38.71747
-9.36276,38.71598
-9.36178,38.71601
-9.36194,38.71632
-9.36302,38.71707
-9.36168,38.71635
-9.36095,38.7159
-9.36073,38.71697
-9.36275,38.71732
-9.36209,38.71848
-9.36514,38.72268
-9.36289,38.72319
-9.36097,38.72529
-9.36219,38.72554
-9.36049,38.72731
-9.36094,38.72815
-9.36228,38.7285
-9.3613,38.7285
-9.36049,38.72839
-9.35937,38.71613
-9.35922,38.716
-9.35839,38.71647
-9.35984,38.71726
-9.35993,38.71765
-9.35938,38.71755
-9.35899,38.71782
-9.35952,38.71791
-9.35813,38.71723
-9.35917,38.72546
-9.35898,38.72547
-9.35912,38.7259
-9.35974,38.72614
-9.35957,38.72634
-9.35905,38.72631
-9.35867,38.72607
-9.35877,38.72634
-9.35904,38.72722
-9.35992,38.7283
-9.34391,38.84646
-9.34325,38.84563
-9.34313,38.84568
-9.3431,38.84589
-9.34298,38.84599
-9.34224,38.84617
-9.34217,38.84626
-9.34358,38.84634
-9.34319,38.84636
-9.34377,38.84688
-9.34361,38.84684
-9.34339,38.84689
-9.3429,38.84635
-9.34303,38.84649
-9.34278,38.84651
-9.34261,38.8466
-9.34365,38.84707
-9.34314,38.84722
-9.34226,38.84655
-9.34183,38.84644
-9.34202,38.84657
-9.34226,38.84664
-9.34205,38.84666
-9.34122,38.8465
-9.34179,38.84678
-9.34158,38.84664
-9.34177,38.84687
-9.34119,38.84667
-9.34208,38.84707
-9.34084,38.84624
-9.34077,38.84609
-9.34056,38.84606
-9.34106,38.84629
-9.34064,38.84655
-9.34089,38.84668
-9.3408,38.84669
-9.3408,38.84679
-9.34094,38.84688
-9.3408,38.84689
-9.34066,38.84672
-9.34045,38.84675
-9.3402,38.84645
-9.33992,38.84637
-9.33993,38.84662
-9.34027,38.84681
-9.34004,38.84664
-9.33985,38.84685
-9.34061,38.84713
-9.34085,38.84737
-9.34007,38.84717
-9.3399,38.84726
-9.33948,38.84648
-9.33946,38.84676
-9.33969,38.84699
-9.33916,38.84723
-9.33869,38.84708
-9.33879,38.84733
-9.33875,38.84758
-9.26164,38.84765
-9.26072,38.84639
-9.21099,38.77966
-9.21107,38.77998
-9.21111,38.78009
-9.21074,38.78007
-9.20992,38.78162
-9.20825,38.78106
-9.20772,38.78091
-9.20741,38.78118
-9.20729,38.78112
-9.20732,38.78134
-9.20736,38.78139
-9.20756,38.78141
-9.20748,38.7815
-9.20702,38.78106
-9.20659,38.78111
-9.20595,38.78074
-9.20607,38.7809
-9.20634,38.78113
-9.20641,38.78133
-9.20572,38.78143
-9.20572,38.78151
-9.21026,38.78297
-9.21002,38.78323
-9.20937,38.7832
-9.20939,38.78342
-9.20796,38.78229
-9.20905,38.7826
-9.20923,38.78331
-9.20738,38.78473
-9.21202,38.78859
-9.21161,38.78866
-9.21135,38.78886
-9.21103,38.78881
-9.21079,38.78893
-9.211,38.78902
-9.21023,38.78875
-9.2103,38.78905
-9.21008,38.78896
-9.21505,38.79336
-9.20559,38.78208
-9.20622,38.78268
-9.20595,38.78278
-9.20585,38.78258
-9.20636,38.78353
-9.15236,38.76547
-9.15198,38.76607
-9.15208,38.76656
-9.15135,38.76667
-9.15086,38.76677
-9.41231,38.90287
-9.41251,38.90309
-9.41031,38.90655
-9.40804,38.90391
-9.40698,38.90386
-9.40702,38.9044
-9.4067,38.90502
-9.40679,38.90514
-9.40506,38.90404
-9.40914,38.90619
-9.4091,38.90661
-9.4086,38.90642
-9.40895,38.90678
-9.40899,38.90708
-9.40937,38.90779
-9.40862,38.90792
-9.40829,38.90775
-9.4081,38.90788
-9.40754,38.90742
-9.40768,38.90779
-9.40605,38.90564
-9.40596,38.90639
-9.41184,38.90924
-9.41087,38.90857
-9.41115,38.90872
-9.41049,38.90864
-9.41171,38.90981
-9.41002,38.91005
-9.41065,38.91069
-9.41031,38.91034
-9.41023,38.91149
-9.4098,38.91119
-9.41071,38.91171
-9.41064,38.91209
-9.40955,38.90841
-9.40843,38.90831
-9.40827,38.90809
-9.40795,38.90812
-9.40826,38.90848
-9.40834,38.90854
-9.40764,38.90926
-9.40708,38.90931
-9.40911,38.90971
-9.4097,38.91047
-9.40916,38.91032
-9.4077,38.91002
-9.40768,38.91037
-9.40669,38.90892
-9.31236,38.93603
-9.31219,38.93597
-9.31203,38.93622
-9.31154,38.93628
-9.3106,38.93615
-9.31054,38.93646
-9.31008,38.93691
-9.30825,38.93646
-9.31021,38.93722
-9.31017,38.93745
-9.31013,38.93761
-9.30908,38.93724
-9.30871,38.93719
-9.3084,38.93709
-9.30973,38.93866
-9.30933,38.9389
-9.30904,38.93896
-9.36596,39.02783
-9.36793,39.03106
-9.36845,39.03241
-9.36821,39.03276
-9.36804,39.03293
-9.36779,39.03371
-9.36819,39.03501
-9.36775,39.03451
-9.36766,39.03444
-9.36831,39.03532
-9.36802,39.03539
-9.36803,39.03679
-9.36795,39.037
-9.36777,39.03746
-9.36777,39.03765
-9.36773,39.03845
-9.3673,39.03889
-9.36728,39.03907
-9.367,39.04015
-9.12983,38.714
-9.1275,38.71193
-9.12791,38.71281
-8.11834,37.08965
-8.369,37.10251
-8.3694,37.10272
-8.36918,37.10277
-8.36908,37.10355
-8.36822,37.10327
-8.367,37.10295
-8.36659,37.10404
-8.36705,37.10454
-8.36542,37.10254
-8.36255,37.10151
-8.36239,37.10142
-8.36217,37.10124
-8.36271,37.10161
-8.36218,37.10178
-8.36242,37.10198
-8.36201,37.10208
-8.36192,37.10132
-8.36172,37.10213
-8.3613,37.10207
-8.36225,37.10254
-8.36248,37.1026
-8.36246,37.10291
-8.37326,37.12094
-8.70465,39.7176
-8.70412,39.71704
-8.70508,39.71972
-8.70489,39.72066
-8.70396,39.72082
-8.70381,39.72038
-8.70368,39.72022
-8.70295,39.72013
-8.70233,39.72005
-8.70203,39.72086
-8.70135,39.72052
-8.70725,39.72372
-8.70766,39.72491
-8.70743,39.7264
-8.70145,39.72131
-8.70662,39.72512
-8.70635,39.72528
-8.70387,39.72463
-8.70134,39.72646
-8.71176,39.75302
-8.71137,39.75334
-8.71201,39.75337
-8.71087,39.75391
-8.71067,39.75379
